Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release
35,TAA-PLGA,1.0,54000.0,0.0,293.0,11.75,0.05,0.05,84.51,0.02,434.5,93.06,7.0,2.42,0.86,0.0,0.01,0.01,0.01
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,30.0,0.01,0.01,0.02,0.05
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,0.0,0.01,0.01,0.02,0.0
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,11.24,0.03,0.06,0.11,0.46
55,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,14.22,0.05,0.11,0.2,0.78
4,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.06,187.5,1.0,446.91,68.74,9.0,4.28,1.74,0.11,0.22,0.39,0.52
115,LPA-PLGA,1.0,12000.0,0.0,152.5,9.49,0.25,0.2,217.39,0.01,1269.47,466.34,30.0,-1.14,28.13,0.11,0.12,0.15,0.9
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,11.0,0.02,0.02,0.03,0.05
42,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.23,0.05,95.24,0.0,254.25,102.28,8.0,-2.21,0.74,0.05,0.13,0.28,0.11
111,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.18,0.12,113.21,0.0,392.47,94.83,6.0,1.9,11.06,0.0,0.01,0.01,0.21
11,DEX-PLGA,1.0,13000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,0.28,0.12,0.15,0.22,0.24
101,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,6060.61,0.1,853.92,221.29,15.0,3.74,30.92,0.0,0.02,0.13,0.15
110,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.11,0.09,103.45,0.0,392.47,94.83,6.0,1.9,10.01,0.0,0.01,0.02,0.15
5,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,85.71,1.0,446.91,68.74,9.0,4.28,20.07,0.02,0.02,0.03,0.29
72,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,15.67,0.0,206.29,37.3,2.0,3.07,0.04,0.19,0.27,0.38,0.2
58,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.05,0.02,1250.0,0.0,234.34,32.34,3.0,2.58,20.2,0.21,0.35,0.47,0.94
44,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.11,0.07,20.27,0.0,254.25,102.28,8.0,-2.21,9.13,0.01,0.03,0.06,0.58
39,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.25,0.17,7117.44,0.0,285.31,78.29,5.0,2.66,17.92,0.03,0.07,0.14,0.56
97,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3529.41,0.1,853.92,221.29,15.0,3.74,8.08,0.01,0.02,0.04,0.14
128,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.05,0.04,117.65,0.0,206.29,37.3,2.0,3.07,3.03,0.1,0.16,0.28,0.63
38,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.33,0.2,10238.91,0.0,285.31,78.29,5.0,2.66,0.5,0.06,0.13,0.24,0.11
123,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,431.65,0.0,331.35,99.6,8.0,1.58,48.76,0.09,0.17,0.3,1.02
100,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,7058.82,0.1,853.92,221.29,15.0,3.74,2.17,0.04,0.07,0.12,0.15
98,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,3488.37,0.1,853.92,221.29,15.0,3.74,30.52,0.01,0.01,0.02,0.22
110,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.11,0.09,103.45,0.0,392.47,94.83,6.0,1.9,15.22,0.0,0.01,0.02,0.67
99,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,2061.86,0.1,853.92,221.29,15.0,3.74,4.26,0.01,0.01,0.03,0.08
34,TAA-PLGA,1.0,18000.0,0.0,293.0,11.75,0.05,0.05,82.19,0.02,434.5,93.06,7.0,2.42,0.0,0.01,0.01,0.02,0.0
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,38.0,0.01,0.01,0.02,0.93
168,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,3.0,0.01,0.01,0.01,0.02
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,16.35,0.25,0.31,0.5,0.65
2,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.07,101.69,1.0,446.91,68.74,9.0,4.28,0.44,0.05,0.1,0.19,0.09
96,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3076.92,0.1,853.92,221.29,15.0,3.74,0.43,0.01,0.02,0.04,0.01
87,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.06,94.34,0.01,325.5,23.47,2.0,5.34,0.37,0.01,0.02,0.03,0.02
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,42.0,0.02,0.02,0.03,0.58
99,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,2061.86,0.1,853.92,221.29,15.0,3.74,0.0,0.01,0.01,0.03,0.0
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,1.67,0.0,0.02,0.05,0.13
40,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.2,0.14,5870.84,0.0,285.31,78.29,5.0,2.66,17.87,0.01,0.03,0.05,0.46
101,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,6060.61,0.1,853.92,221.29,15.0,3.74,9.14,0.0,0.02,0.13,0.13
163,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,14.0,0.01,0.01,0.02,0.04
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,3.05,0.02,0.03,0.07,0.15
126,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.06,444.44,0.0,331.35,99.6,8.0,1.58,8.72,0.03,0.09,0.24,0.74
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,10.0,0.02,0.02,0.03,0.05
11,DEX-PLGA,1.0,13000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,0.0,0.12,0.15,0.22,0.0
100,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,7058.82,0.1,853.92,221.29,15.0,3.74,0.0,0.04,0.07,0.12,0.0
37,CBD-PLGA,1.0,51000.0,0.0,66.5,9.13,0.1,0.05,248.76,0.5,314.47,40.46,2.0,5.85,0.0,0.04,0.07,0.11,0.0
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,1.13,0.0,0.0,0.01,0.01
107,TMZ-PLGA,3.0,20000.0,0.0,212.0,10.46,0.1,0.08,95.85,0.0,194.15,108.17,8.0,-2.08,14.0,0.06,0.07,0.1,0.55
105,HPA-PLGA,1.0,40000.0,0.0,218.0,11.11,0.03,0.02,1052.63,0.01,242.32,58.88,3.0,2.0,0.0,0.14,0.26,0.47,0.0
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,11.05,0.0,0.0,0.01,0.13
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,4.0,0.01,0.01,0.02,0.02
88,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.04,74.04,0.01,325.5,23.47,2.0,5.34,20.22,0.01,0.02,0.03,0.88
87,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.06,94.34,0.01,325.5,23.47,2.0,5.34,20.03,0.01,0.02,0.03,0.89
61,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.1,0.09,759.49,0.0,234.34,32.34,3.0,2.58,1.21,0.0,0.01,0.01,0.02
86,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.06,96.4,0.01,325.5,23.47,2.0,5.34,0.0,0.01,0.02,0.04,0.0
118,LPA-PLGA,1.0,25000.0,0.0,152.5,9.49,0.25,0.18,217.39,0.01,1269.47,466.34,30.0,-1.14,50.04,0.04,0.05,0.06,0.88
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,29.35,0.04,0.06,0.09,0.76
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,85.0,0.0,0.0,0.01,0.86
44,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.11,0.07,20.27,0.0,254.25,102.28,8.0,-2.21,1.98,0.01,0.03,0.06,0.13
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,9.3,0.25,0.31,0.5,0.55
133,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,81.08,0.0,234.34,32.34,3.0,2.58,11.96,0.05,0.07,0.11,0.69
51,PTX-PLGA,1.0,57500.0,0.0,216.5,10.36,0.01,0.01,16255.76,0.0,853.92,221.29,15.0,3.74,0.28,0.06,0.1,0.17,0.07
78,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.19,66.15,0.0,206.29,37.3,2.0,3.07,2.0,0.09,0.12,0.14,0.15
100,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,7058.82,0.1,853.92,221.29,15.0,3.74,16.57,0.04,0.07,0.12,0.24
53,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.1,0.01,1276.6,0.0,234.34,32.34,3.0,2.58,1.58,0.02,0.05,0.11,0.18
37,CBD-PLGA,1.0,51000.0,0.0,66.5,9.13,0.1,0.05,248.76,0.5,314.47,40.46,2.0,5.85,7.21,0.04,0.07,0.11,0.34
72,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,15.67,0.0,206.29,37.3,2.0,3.07,0.47,0.19,0.27,0.38,0.28
56,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.03,1333.33,0.0,234.34,32.34,3.0,2.58,0.0,0.27,0.44,0.7,0.0
134,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,56.6,0.0,234.34,32.34,3.0,2.58,41.83,0.04,0.06,0.11,1.03
55,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,27.8,0.05,0.11,0.2,0.82
113,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.51,0.29,115.38,0.0,392.47,94.83,6.0,1.9,8.28,0.03,0.06,0.11,0.38
40,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.2,0.14,5870.84,0.0,285.31,78.29,5.0,2.66,6.07,0.01,0.03,0.05,0.32
69,LDC-PLGA,1.0,48000.0,0.0,68.5,13.78,0.1,0.01,1538.46,0.0,234.34,32.34,3.0,2.58,13.95,0.07,0.09,0.12,0.31
101,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,6060.61,0.1,853.92,221.29,15.0,3.74,64.12,0.0,0.02,0.13,0.16
118,LPA-PLGA,1.0,25000.0,0.0,152.5,9.49,0.25,0.18,217.39,0.01,1269.47,466.34,30.0,-1.14,42.51,0.04,0.05,0.06,0.67
98,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,3488.37,0.1,853.92,221.29,15.0,3.74,5.31,0.01,0.01,0.02,0.08
131,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,428.57,0.0,234.34,32.34,3.0,2.58,0.88,0.1,0.13,0.19,0.27
123,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,431.65,0.0,331.35,99.6,8.0,1.58,6.25,0.09,0.17,0.3,0.63
12,DEX-PLGA,1.0,28000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,4.5,0.07,0.12,0.18,0.21
80,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.35,76.73,0.0,130.08,65.72,5.0,-0.8,14.12,0.09,0.19,0.35,0.94
111,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.18,0.12,113.21,0.0,392.47,94.83,6.0,1.9,1.3,0.0,0.01,0.01,0.01
51,PTX-PLGA,1.0,57500.0,0.0,216.5,10.36,0.01,0.01,16255.76,0.0,853.92,221.29,15.0,3.74,1.91,0.06,0.1,0.17,0.25
60,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.17,714.29,0.0,234.34,32.34,3.0,2.58,5.72,0.01,0.02,0.03,0.1
131,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,428.57,0.0,234.34,32.34,3.0,2.58,41.84,0.1,0.13,0.19,1.01
40,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.2,0.14,5870.84,0.0,285.31,78.29,5.0,2.66,3.01,0.01,0.03,0.05,0.21
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,5.01,0.03,0.07,0.14,0.3
76,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.14,21.1,0.0,206.29,37.3,2.0,3.07,2.51,0.16,0.21,0.28,0.35
64,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.18,759.49,0.0,234.34,32.34,3.0,2.58,42.79,0.01,0.01,0.02,0.91
98,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.02,3488.37,0.1,853.92,221.29,15.0,3.74,26.92,0.01,0.01,0.02,0.21
134,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,56.6,0.0,234.34,32.34,3.0,2.58,2.93,0.04,0.06,0.11,0.26
4,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.06,187.5,1.0,446.91,68.74,9.0,4.28,5.33,0.11,0.22,0.39,0.78
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,0.17,0.01,0.01,0.02,0.01
12,DEX-PLGA,1.0,28000.0,0.0,262.0,12.42,0.1,0.08,300.0,0.0,392.47,94.83,6.0,1.9,7.07,0.07,0.12,0.18,0.21
64,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.18,759.49,0.0,234.34,32.34,3.0,2.58,0.0,0.01,0.01,0.02,0.0
163,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,13.0,0.01,0.01,0.02,0.04
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,16.0,0.02,0.02,0.03,0.06
167,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,1.0,0.0,0.01,0.01,0.01
35,TAA-PLGA,1.0,54000.0,0.0,293.0,11.75,0.05,0.05,84.51,0.02,434.5,93.06,7.0,2.42,62.27,0.0,0.01,0.01,0.89
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,40.0,0.01,0.01,0.02,0.94
5,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,85.71,1.0,446.91,68.74,9.0,4.28,1.05,0.02,0.02,0.03,0.05
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,12.0,0.01,0.01,0.02,0.03
169,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,13.0,0.01,0.01,0.02,0.03
60,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.17,714.29,0.0,234.34,32.34,3.0,2.58,49.82,0.01,0.02,0.03,0.87
124,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.06,78.95,0.0,331.35,99.6,8.0,1.58,20.99,0.01,0.03,0.07,0.36
64,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.2,0.18,759.49,0.0,234.34,32.34,3.0,2.58,35.77,0.01,0.01,0.02,0.87
77,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.2,34.58,0.0,206.29,37.3,2.0,3.07,0.99,0.24,0.32,0.45,0.43
39,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.25,0.17,7117.44,0.0,285.31,78.29,5.0,2.66,3.62,0.03,0.07,0.14,0.34
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,18.04,0.0,0.0,0.01,0.41
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,1.11,0.09,0.16,0.28,0.3
79,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.18,40.93,0.0,206.29,37.3,2.0,3.07,2.01,0.09,0.13,0.14,0.23
134,LDC-PLGA,1.0,46000.0,0.0,68.5,13.78,0.05,0.04,56.6,0.0,234.34,32.34,3.0,2.58,34.77,0.04,0.06,0.11,0.99
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,32.37,0.03,0.07,0.14,0.97
107,TMZ-PLGA,3.0,20000.0,0.0,212.0,10.46,0.1,0.08,95.85,0.0,194.15,108.17,8.0,-2.08,35.15,0.06,0.07,0.1,0.96
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,48.0,0.02,0.03,0.07,1.01
82,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.27,117.88,0.0,130.08,65.72,5.0,-0.8,8.09,0.07,0.12,0.22,0.63
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,20.18,0.07,0.13,0.22,0.98
111,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.18,0.12,113.21,0.0,392.47,94.83,6.0,1.9,14.47,0.0,0.01,0.01,0.33
96,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,3076.92,0.1,853.92,221.29,15.0,3.74,5.97,0.01,0.02,0.04,0.14
114,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,1.72,0.62,98.36,0.0,392.47,94.83,6.0,1.9,0.0,0.25,0.31,0.5,0.0
84,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.18,210.53,0.0,130.08,65.72,5.0,-0.8,21.13,0.07,0.13,0.22,1.0
99,PTX-PLGA,3.0,108000.0,0.0,216.5,10.36,0.02,0.01,2061.86,0.1,853.92,221.29,15.0,3.74,26.3,0.01,0.01,0.03,0.23
40,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.2,0.14,5870.84,0.0,285.31,78.29,5.0,2.66,10.24,0.01,0.03,0.05,0.38
163,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,0.0,0.01,0.01,0.02,0.0
85,5-FU-PLGA,1.0,104000.0,0.0,282.5,8.02,0.8,0.26,127.39,0.0,130.08,65.72,5.0,-0.8,3.04,0.11,0.19,0.33,0.6
59,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.01,1333.33,0.0,234.34,32.34,3.0,2.58,42.86,0.24,0.33,0.49,0.92
6,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,46.15,1.0,446.91,68.74,9.0,4.28,6.49,0.01,0.01,0.02,0.06
88,TTD-PLGA,1.0,28000.0,0.0,206.0,10.28,0.1,0.04,74.04,0.01,325.5,23.47,2.0,5.34,24.23,0.01,0.02,0.03,0.97
67,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.03,740.74,0.0,234.34,32.34,3.0,2.58,2.3,0.01,0.01,0.03,0.07
39,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.25,0.17,7117.44,0.0,285.31,78.29,5.0,2.66,9.85,0.03,0.07,0.14,0.46
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,30.69,0.03,0.07,0.14,0.96
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,24.0,0.0,0.0,0.01,0.03
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,50.0,0.0,0.0,0.01,0.7
126,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.06,444.44,0.0,331.35,99.6,8.0,1.58,30.69,0.03,0.09,0.24,0.97
71,LDC-PLGA,1.0,48000.0,0.0,68.5,13.78,0.03,0.01,1395.35,0.0,234.34,32.34,3.0,2.58,27.36,0.04,0.08,0.15,0.7
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,3.27,0.04,0.06,0.09,0.15
83,5-FU-PLGA,1.0,104000.0,0.0,282.5,7.76,0.8,0.24,152.67,0.0,130.08,65.72,5.0,-0.8,17.27,0.09,0.16,0.28,0.89
161,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,48.0,0.0,0.0,0.01,0.61
168,TAA-PLGA-co-PAVL,3.0,10200.0,0.04,293.0,11.75,0.83,0.35,2.89,0.5,434.5,93.06,7.0,2.42,26.0,0.01,0.01,0.01,0.49
121,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,117.65,0.0,331.35,99.6,8.0,1.58,11.56,0.02,0.03,0.07,0.3
67,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.03,740.74,0.0,234.34,32.34,3.0,2.58,5.85,0.01,0.01,0.03,0.14
5,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,85.71,1.0,446.91,68.74,9.0,4.28,6.34,0.02,0.02,0.03,0.07
120,PRC-PLGA,1.0,40000.0,0.0,199.0,4.76,0.2,0.05,73.89,0.0,331.35,99.6,8.0,1.58,5.17,0.04,0.06,0.09,0.17
6,GEF-PLGA,1.0,44000.0,0.0,213.0,16.11,0.1,0.08,46.15,1.0,446.91,68.74,9.0,4.28,54.84,0.01,0.01,0.02,0.48
127,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.05,0.04,375.0,0.0,206.29,37.3,2.0,3.07,7.03,0.19,0.27,0.41,0.97
35,TAA-PLGA,1.0,54000.0,0.0,293.0,11.75,0.05,0.05,84.51,0.02,434.5,93.06,7.0,2.42,69.41,0.0,0.01,0.01,0.91
89,TTD-PLGA,1.0,8300.0,0.0,206.0,10.28,0.1,0.06,112.25,0.01,325.5,23.47,2.0,5.34,7.95,0.06,0.09,0.15,0.68
162,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,23.0,0.02,0.02,0.03,0.17
61,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.1,0.09,759.49,0.0,234.34,32.34,3.0,2.58,43.04,0.0,0.01,0.01,0.97
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,36.31,0.03,0.07,0.14,0.99
59,LDC-PLGA,1.0,12000.0,0.0,68.5,13.78,0.03,0.01,1333.33,0.0,234.34,32.34,3.0,2.58,8.15,0.24,0.33,0.49,0.81
43,DPP-PLGA,1.0,46000.0,0.0,156.0,13.91,0.15,0.06,53.1,0.0,254.25,102.28,8.0,-2.21,0.0,0.0,0.02,0.05,0.0
13,LDC-PLGA,2.33,10000.0,0.0,68.5,13.78,1.0,0.42,60.0,0.2,234.34,32.34,3.0,2.58,0.17,0.31,0.49,0.65,0.38
47,PTX-PLGA,1.0,57500.0,0.0,216.5,10.36,0.02,0.01,11639.19,0.0,853.92,221.29,15.0,3.74,0.41,0.05,0.11,0.2,0.06
112,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.29,0.19,100.0,0.0,392.47,94.83,6.0,1.9,17.42,0.0,0.0,0.01,0.37
109,DEX-PLGA,1.0,46000.0,0.0,262.0,12.42,0.04,0.02,98.36,0.0,392.47,94.83,6.0,1.9,18.13,0.0,0.01,0.01,0.93
163,PTX-PLGA-co-PAVL,3.0,10200.0,0.04,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,15.0,0.01,0.01,0.02,0.04
166,TAA-PLGA-co-PALA,3.0,11000.0,0.06,293.0,11.75,0.83,0.33,2.89,0.5,434.5,93.06,7.0,2.42,2.0,0.0,0.01,0.01,0.01
160,PTX-PLGA-co-PALA,3.0,11000.0,0.06,216.5,10.36,0.83,0.32,2.89,0.5,853.92,221.29,15.0,3.74,2.0,0.01,0.01,0.02,0.02
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,11.9,0.03,0.07,0.14,0.44
39,LTZ-PLGA,1.86,57700.0,0.0,184.5,4.4,0.25,0.17,7117.44,0.0,285.31,78.29,5.0,2.66,2.0,0.03,0.07,0.14,0.25
10,CAF-PLGA,1.0,46000.0,0.0,236.0,14.0,0.12,0.06,63.76,0.0,194.19,61.82,6.0,-1.03,6.95,0.03,0.06,0.11,0.37
75,IBP-PLGA,1.0,46000.0,0.0,76.25,4.85,0.21,0.16,35.36,0.0,206.29,37.3,2.0,3.07,0.0,0.09,0.29,0.4,0.0
125,PRC-PLGA,1.0,40000.0,0.0,199.0,6.3,0.2,0.05,179.1,0.0,331.35,99.6,8.0,1.58,13.9,0.03,0.07,0.14,0.49
